position	GC_mean	Not_aln_mean
five-prime-30kb-24700bp	46.870397137281714	13.772485583763949
five-prime-30kb-24800bp	46.71078694136462	13.90510074151749
five-prime-30kb-24900bp	46.81289669963828	13.775280898876405
five-prime-30kb-25000bp	46.8492768842868	13.563820224719102
five-prime-30kb-25100bp	46.82356547383355	13.460034459510076
five-prime-30kb-25200bp	46.82431321214864	13.492958801498128
five-prime-30kb-25300bp	46.818868264571734	13.56483631732714
five-prime-30kb-25400bp	46.77083226386597	13.647116104868914
five-prime-30kb-25500bp	46.84594035535005	13.546707618548206
five-prime-30kb-25600bp	46.749211021133455	13.678079112975727
five-prime-30kb-25700bp	46.76112304674102	13.655730337078651
five-prime-30kb-25800bp	46.82230832782551	13.631385767790261
five-prime-30kb-25900bp	46.80305064625987	13.614203311109446
five-prime-30kb-26000bp	46.82730014878528	13.605992509363295
five-prime-30kb-26100bp	46.71842903456883	13.589526520827091
five-prime-30kb-26200bp	46.833946067349935	13.4673709447816
five-prime-30kb-26300bp	46.64499992631056	13.401783038657477
five-prime-30kb-26400bp	46.601783172248446	13.32276916160935
five-prime-30kb-26500bp	46.60739575638453	13.470337078651685
five-prime-30kb-26600bp	46.648035103487885	13.419594037899783
five-prime-30kb-26700bp	46.75978026593755	13.327241405138192
five-prime-30kb-26800bp	46.815332202053895	13.368417109895873
five-prime-30kb-26900bp	46.82001160487486	13.487077683721628
five-prime-30kb-27000bp	46.809382309120124	13.536894149374485
five-prime-30kb-27100bp	46.955477314155864	13.42340250206008
five-prime-30kb-27200bp	46.929239824241	13.385197393063152
five-prime-30kb-27300bp	46.852703249003156	13.586622724889521
five-prime-30kb-27400bp	46.869052969502405	13.62179775280899
five-prime-30kb-27500bp	46.691362648887555	13.670087647014757
five-prime-30kb-27600bp	46.773765825155444	13.536894149374485
five-prime-30kb-27700bp	46.797288186381	13.447299423177766
five-prime-30kb-27800bp	46.78918138041733	13.37625468164794
five-prime-30kb-27900bp	46.8460632542655	13.34756554307116
five-prime-30kb-28000bp	46.768195092232226	13.416210952131246
five-prime-30kb-28100bp	46.806912396364	13.408375786634702
five-prime-30kb-28200bp	46.848777551589805	13.43115073419239
five-prime-30kb-28300bp	46.834794335805796	13.504607777028546
five-prime-30kb-28400bp	46.858267113072166	13.624812706023373
five-prime-30kb-28500bp	46.891035641816515	13.849951307214024
five-prime-30kb-28600bp	46.91587384822833	13.88658326466402
five-prime-30kb-28700bp	46.86210094524701	13.83558052434457
five-prime-30kb-28800bp	46.81462546816479	13.706816479400748
five-prime-30kb-28900bp	46.861263015956254	13.51876545059555
five-prime-30kb-29000bp	46.87415730337079	13.452883895131086
five-prime-30kb-29100bp	46.94975922953451	13.229588014981273
five-prime-30kb-29200bp	46.897736363476625	13.22151472020376
five-prime-30kb-29300bp	46.92492364973291	13.161597243032665
five-prime-30kb-29400bp	46.89367214394719	13.047426387952349
five-prime-30kb-29500bp	46.88149429443516	13.264853525136735
five-prime-30kb-29600bp	46.97672129622932	13.352037758465688
five-prime-30kb-29700bp	46.85878034162421	13.409874138447707
five-prime-30kb-29800bp	46.939239225565366	13.542437635777961
five-prime-30kb-29900bp	46.911384715400665	13.59914600344595
five-prime-30kb-30000bp	46.692299048617876	13.536219941568657
three-prime-30kb-100bp	45.89483933775041	14.021626880191574
three-prime-30kb-200bp	47.60396606010303	14.310726850812186
three-prime-30kb-300bp	47.98255235033716	14.394549674328069
three-prime-30kb-400bp	48.4576158345052	14.475816112608566
three-prime-30kb-500bp	48.685932922456495	14.737366175039305
three-prime-30kb-600bp	48.92871575968935	15.062209911663423
three-prime-30kb-700bp	48.98073311541368	15.311447181253275
three-prime-30kb-800bp	49.02804207942283	15.484201856843367
three-prime-30kb-900bp	49.18946810587678	15.650595193531482
three-prime-30kb-1000bp	49.03042357547312	15.739537321254772
three-prime-30kb-1100bp	49.28248891468874	15.784607322003444
three-prime-30kb-1200bp	49.351099107465856	15.721386331312225
three-prime-30kb-1300bp	49.25817800733588	15.60513511490381
three-prime-30kb-1400bp	49.385433041395316	15.510367542480724
three-prime-30kb-1500bp	49.33213437107716	15.482936686124832
three-prime-30kb-1600bp	49.22003629696153	15.397769794940878
three-prime-30kb-1700bp	49.16173366202795	15.27211495285137
three-prime-30kb-1800bp	49.16282726754284	15.210553892215568
three-prime-30kb-1900bp	49.17859890182711	15.234448686278913
three-prime-30kb-2000bp	49.05822189758003	15.269032113182124
three-prime-30kb-2100bp	48.99668084381307	15.26890253031891
three-prime-30kb-2200bp	49.04124326517682	15.08945949992514
three-prime-30kb-2300bp	49.037757216231434	15.154352870723857
three-prime-30kb-2400bp	49.03618173969067	15.245321155861657
three-prime-30kb-2500bp	49.13000396518402	15.26450550273265
three-prime-30kb-2600bp	49.144936449977	15.243225033687677
three-prime-30kb-2700bp	48.99700509134471	15.265498652291106
three-prime-30kb-2800bp	48.95781866306433	15.190494011976048
three-prime-30kb-2900bp	48.98812237334803	15.069755257839981
three-prime-30kb-3000bp	48.86724051896208	15.11122754491018
three-prime-30kb-3100bp	48.900813016380845	15.216450864456252
three-prime-30kb-3200bp	48.83669967292096	15.219070428860116
three-prime-30kb-3300bp	48.79060948531796	15.176483796123044
three-prime-30kb-3400bp	48.92573575572303	15.284784073048424
three-prime-30kb-3500bp	48.80395239164608	15.3366269930384
three-prime-30kb-3600bp	48.8771417462841	15.404640718562874
three-prime-30kb-3700bp	48.915701560210884	15.378246874766075
three-prime-30kb-3800bp	48.795477344280506	15.160329341317365
three-prime-30kb-3900bp	48.68435269542971	15.143252750542624
three-prime-30kb-4000bp	48.65420856463598	15.152533493002021
three-prime-30kb-4100bp	48.52367453521536	15.172692566808893
three-prime-30kb-4200bp	48.61811377245509	15.073053892215569
three-prime-30kb-4300bp	48.66609764342283	15.14693113772455
three-prime-30kb-4400bp	48.76964700095174	15.137585148588967
three-prime-30kb-4500bp	48.750176249332	15.104640718562875
three-prime-30kb-4600bp	48.861594884043846	15.196631736526946
three-prime-30kb-4700bp	48.796351749263856	15.071941907471178
three-prime-30kb-4800bp	48.72031741278634	15.063108249737985
three-prime-30kb-4900bp	48.71640553473026	15.087431693989071
three-prime-30kb-5000bp	48.76626487983829	15.011304933742608
three-prime-30kb-5100bp	48.66123510435184	15.007335878434015
three-prime-30kb-5200bp	48.639322334808526	14.98353170147466
three-prime-30kb-5300bp	48.593363815403045	14.913684683335829
three-prime-30kb-5400bp	48.699431052552775	15.042596197035484
three-prime-30kb-5500bp	48.52934571043569	15.000074861506214
three-prime-30kb-5600bp	48.49198981883516	15.017667315466387
three-prime-30kb-5700bp	48.65740879373159	15.065503817936817
three-prime-30kb-5800bp	48.652488278246196	15.208174264540759
three-prime-30kb-5900bp	48.61142301070439	15.229059061306984
three-prime-30kb-6000bp	48.61030017216858	15.176585073733063
three-prime-30kb-6100bp	48.61505262670535	15.189071856287425
three-prime-30kb-6200bp	48.71105886817914	15.12065868263473
three-prime-30kb-6300bp	48.574858781461074	15.159817351598173
three-prime-30kb-6400bp	48.56788784733206	15.206617757149274
three-prime-30kb-6500bp	48.63761605271039	15.300913447139862
three-prime-30kb-6600bp	48.601227912548666	15.27994908655286
three-prime-30kb-6700bp	48.65543072810467	15.307628958598487
three-prime-30kb-6800bp	48.50855744458958	15.426560862404552
three-prime-30kb-6900bp	48.401302290523844	15.352619760479042
three-prime-30kb-7000bp	48.43471426711794	15.253892215568863
three-prime-30kb-7100bp	48.42076760856042	15.304813234523543
three-prime-30kb-7200bp	48.412156598547796	15.209371958978965
three-prime-30kb-7300bp	48.380791975447266	15.135638895126881
three-prime-30kb-7400bp	48.53875500188454	15.06430122015121
three-prime-30kb-7500bp	48.3244543346443	15.047013025902082
three-prime-30kb-7600bp	48.38711997041136	15.029570294954334
three-prime-30kb-7700bp	48.40794797910955	15.028372510854918
three-prime-30kb-7800bp	48.483867858688754	14.87789174215767
three-prime-30kb-7900bp	48.34591815335273	14.831561611019614
three-prime-30kb-8000bp	48.33562539997828	14.901564488359908
three-prime-30kb-8100bp	48.294840191252526	14.827681712703047
three-prime-30kb-8200bp	48.30565952986974	14.810450666267405
three-prime-30kb-8300bp	48.288449353529074	14.83809880239521
three-prime-30kb-8400bp	48.20796867802856	14.891691616766467
three-prime-30kb-8500bp	48.1583950894528	14.8514858896624
three-prime-30kb-8600bp	48.13852084736882	15.038475933827382
three-prime-30kb-8700bp	48.200222755179944	15.089901938767872
three-prime-30kb-8800bp	48.31643958676449	14.910989669112142
three-prime-30kb-8900bp	48.28128676234681	14.865698457852972
three-prime-30kb-9000bp	48.29979552002974	14.785190176699611
three-prime-30kb-9100bp	48.29611515262763	14.583033842467804
three-prime-30kb-9200bp	48.24788053026606	14.35719098599985
three-prime-30kb-9300bp	48.21268218300272	14.351501085573108
three-prime-30kb-9400bp	48.204067464248965	14.470020211093646
three-prime-30kb-9500bp	48.11233847815927	14.383561643835616
three-prime-30kb-9600bp	48.2008093546732	14.343913759544842
three-prime-30kb-9700bp	48.04190239018468	14.4617457703249
three-prime-30kb-9800bp	48.107950291959874	14.488321605030693
three-prime-30kb-9900bp	48.004882633794146	14.634600988171883
three-prime-30kb-10000bp	48.039071947666045	14.587887408294655
three-prime-30kb-10100bp	48.03719467813506	14.428699752975522
three-prime-30kb-10200bp	47.94116326072311	14.502208249120443
three-prime-30kb-10300bp	48.0030690919979	14.628115876936896
three-prime-30kb-10400bp	47.90572088581458	14.640943113772455
three-prime-30kb-10500bp	47.93622754491018	14.589520958083833
three-prime-30kb-10600bp	47.90843231569648	14.555089820359282
three-prime-30kb-10700bp	47.70844246171904	14.646706586826348
three-prime-30kb-10800bp	47.784963418626056	14.659555355939816
three-prime-30kb-10900bp	47.90978513139178	14.496967882009434
three-prime-30kb-11000bp	47.834992887624466	14.36258141798308
three-prime-30kb-11100bp	47.73593758833174	14.377779441491352
three-prime-30kb-11200bp	47.675711147007355	14.416560604926255
three-prime-30kb-11300bp	47.81072863309557	14.451905082715772
three-prime-30kb-11400bp	47.84167976644959	14.622726251964968
three-prime-30kb-11500bp	47.86514397285225	14.675050527734111
three-prime-30kb-11600bp	47.83792497615674	14.631082497379847
three-prime-30kb-11700bp	47.81731057202755	14.646525905959868
three-prime-30kb-11800bp	47.83297258297259	14.672581611260856
three-prime-30kb-11900bp	47.70106077623862	14.596480718831899
three-prime-30kb-12000bp	47.75805301233979	14.524747285660801
three-prime-30kb-12100bp	47.78748634190009	14.5062893081761
three-prime-30kb-12200bp	47.77798577311868	14.463347061025834
three-prime-30kb-12300bp	47.747377656182685	14.478361784965559
three-prime-30kb-12400bp	47.80753336211557	14.496705600479185
three-prime-30kb-12500bp	47.755449921966694	14.44073380756271
three-prime-30kb-12600bp	47.778232773515796	14.455899970050913
three-prime-30kb-12700bp	47.741310360622236	14.407831686133573
three-prime-30kb-12800bp	47.66551235369507	14.333932315064391
three-prime-30kb-12900bp	47.60811774290508	14.256869057423074
three-prime-30kb-13000bp	47.59128560394697	14.2911051212938
three-prime-30kb-13100bp	47.618362538370604	14.286259827779858
three-prime-30kb-13200bp	47.71355097433265	14.26639712488769
three-prime-30kb-13300bp	47.73797847666787	14.329140461215934
three-prime-30kb-13400bp	47.60489562844134	14.29467694841656
three-prime-30kb-13500bp	47.58985557884929	14.176100628930818
three-prime-30kb-13600bp	47.61306335911394	14.224842767295597
three-prime-30kb-13700bp	47.54931665067693	14.136193471099132
three-prime-30kb-13800bp	47.53936164716079	13.981657557834843
three-prime-30kb-13900bp	47.55196617331012	13.879847282527324
three-prime-30kb-14000bp	47.50380914944594	13.967355495657383
three-prime-30kb-14100bp	47.576254458329934	14.060721772985923
three-prime-30kb-14200bp	47.50651490190205	14.027257750486745
three-prime-30kb-14300bp	47.57084019769358	13.954395686685638
three-prime-30kb-14400bp	47.66333392681772	14.03024631279479
three-prime-30kb-14500bp	47.64163609592972	13.94250205884555
three-prime-30kb-14600bp	47.670552803067274	13.874223253724638
three-prime-30kb-14700bp	47.52701877396661	13.873539982030549
three-prime-30kb-14800bp	47.49178320523268	13.791688506177461
three-prime-30kb-14900bp	47.57193140118326	13.829776080281585
three-prime-30kb-15000bp	47.54444964432797	13.959790340696369
three-prime-30kb-15100bp	47.46019669787168	14.058999700509135
three-prime-30kb-15200bp	47.42153086434843	14.020513588380624
three-prime-30kb-15300bp	47.543787957795324	14.129585267255576
three-prime-30kb-15400bp	47.546264410839946	14.065653540949244
three-prime-30kb-15500bp	47.505544782475006	13.948645006737536
three-prime-30kb-15600bp	47.377623712477806	13.954259619703548
three-prime-30kb-15700bp	47.498612495459625	13.982252508611651
three-prime-30kb-15800bp	47.422874671462324	13.923704702006589
