clade	position	GC_mean	GC_se
bird	five-prime-30kb-25300bp	0.4595891619849955	0.0038540066740810957
bird	five-prime-30kb-25400bp	0.4590927975251253	0.003995331566333534
bird	five-prime-30kb-25500bp	0.4594392011851473	0.004240573574127901
bird	five-prime-30kb-25600bp	0.459476869819608	0.0037388727865102487
bird	five-prime-30kb-25700bp	0.4590341210089613	0.0040357854028113494
bird	five-prime-30kb-25800bp	0.45881659265138186	0.003991081004782902
bird	five-prime-30kb-25900bp	0.45874133338615053	0.004286770065409657
bird	five-prime-30kb-26000bp	0.4588555895292339	0.004122122040956189
bird	five-prime-30kb-26100bp	0.45863721893605963	0.003957942673624266
bird	five-prime-30kb-26200bp	0.45929010843819534	0.004080398389134131
bird	five-prime-30kb-26300bp	0.4589574666303403	0.003653856356163008
bird	five-prime-30kb-26400bp	0.45877766760366345	0.0037215169138973677
bird	five-prime-30kb-26500bp	0.45879651878370437	0.0036695145693101325
bird	five-prime-30kb-26600bp	0.45910223687404095	0.003826801581029596
bird	five-prime-30kb-26700bp	0.4592332625979326	0.003932310186325844
bird	five-prime-30kb-26800bp	0.45970735074651514	0.004395683607868851
bird	five-prime-30kb-26900bp	0.4599298630899749	0.004309744831657012
bird	five-prime-30kb-27000bp	0.4594770197282471	0.004059491193273912
bird	five-prime-30kb-27100bp	0.4592051110901403	0.004526814029623772
bird	five-prime-30kb-27200bp	0.45947502412634916	0.004427738210167549
bird	five-prime-30kb-27300bp	0.45912706024457395	0.004153619492851198
bird	five-prime-30kb-27400bp	0.45927938540110824	0.004083415609677147
bird	five-prime-30kb-27500bp	0.45868058269113926	0.003914122381351386
bird	five-prime-30kb-27600bp	0.4593463436269847	0.004079402973053151
bird	five-prime-30kb-27700bp	0.45899092020489946	0.004120925916828178
bird	five-prime-30kb-27800bp	0.4596457729859578	0.0037976149082595274
bird	five-prime-30kb-27900bp	0.4596149474209274	0.0039208138032814956
bird	five-prime-30kb-28000bp	0.4591420305827619	0.003971829439280441
bird	five-prime-30kb-28100bp	0.4591213147055688	0.0041717963824840065
bird	five-prime-30kb-28200bp	0.4594296706329119	0.004088537556375128
bird	five-prime-30kb-28300bp	0.4597277392976418	0.004041936967779855
bird	five-prime-30kb-28400bp	0.45940775969064873	0.004008963000484578
bird	five-prime-30kb-28500bp	0.45949247649506286	0.004357300869284325
bird	five-prime-30kb-28600bp	0.45927038240349477	0.004430052479674894
bird	five-prime-30kb-28700bp	0.45903721926114754	0.004398486571227851
bird	five-prime-30kb-28800bp	0.45897374129756824	0.004124343332020876
bird	five-prime-30kb-28900bp	0.45871328300712066	0.004181262922722154
bird	five-prime-30kb-29000bp	0.45892408680853247	0.004323194145501514
bird	five-prime-30kb-29100bp	0.459363574175505	0.004257436340234505
bird	five-prime-30kb-29200bp	0.4589352668916543	0.004341173741287385
bird	five-prime-30kb-29300bp	0.4594840676271749	0.004471582955296819
bird	five-prime-30kb-29400bp	0.4592041917004437	0.00412236627044712
bird	five-prime-30kb-29500bp	0.4599071892717924	0.004097962053319136
bird	five-prime-30kb-29600bp	0.4600108349905311	0.0041996987279742425
bird	five-prime-30kb-29700bp	0.4587254492995687	0.0041891795889485795
bird	five-prime-30kb-29800bp	0.4592833685074002	0.004345626340075515
bird	five-prime-30kb-29900bp	0.45945035108232246	0.004311890051563688
bird	five-prime-30kb-30000bp	0.4587465325826685	0.0037917688851279913
bird	three-prime-30kb-100bp	0.448125454581761	0.007169741498550302
bird	three-prime-30kb-200bp	0.4651826132647902	0.006967970664218527
bird	three-prime-30kb-300bp	0.469852537064686	0.006515648152568662
bird	three-prime-30kb-400bp	0.4738969257440933	0.006733000362473156
bird	three-prime-30kb-500bp	0.4765653513755098	0.00646048513605505
bird	three-prime-30kb-600bp	0.4782834691205092	0.006759934149286729
bird	three-prime-30kb-700bp	0.4795572981657582	0.006354433363224481
bird	three-prime-30kb-800bp	0.4798495643555687	0.006123368584149275
bird	three-prime-30kb-900bp	0.4813992838693555	0.00613943899033382
bird	three-prime-30kb-1000bp	0.4807411661258654	0.005664995464088445
bird	three-prime-30kb-1100bp	0.48194769722979286	0.006110646382375848
bird	three-prime-30kb-1200bp	0.4820616522948367	0.006141404513749024
bird	three-prime-30kb-1300bp	0.4821045828196915	0.006175534948580632
bird	three-prime-30kb-1400bp	0.48215229647783125	0.006219930046248616
bird	three-prime-30kb-1500bp	0.482717792061993	0.0060412280817246046
bird	three-prime-30kb-1600bp	0.4816710814415305	0.006034469889070463
bird	three-prime-30kb-1700bp	0.48160869541205625	0.005534068147882125
bird	three-prime-30kb-1800bp	0.48125120805204724	0.005760406899451644
bird	three-prime-30kb-1900bp	0.4817601204275039	0.0054074800472938625
bird	three-prime-30kb-2000bp	0.4810823981327068	0.00507240334248245
bird	three-prime-30kb-2100bp	0.4808256675786561	0.005039536086021719
bird	three-prime-30kb-2200bp	0.48085719414983313	0.0053872480866427935
bird	three-prime-30kb-2300bp	0.48119050794057605	0.005035572013963914
bird	three-prime-30kb-2400bp	0.4808218057836437	0.005270452799515544
bird	three-prime-30kb-2500bp	0.4813656067823261	0.005278008904956045
bird	three-prime-30kb-2600bp	0.4814335347250922	0.00499164315121022
bird	three-prime-30kb-2700bp	0.4808398628377638	0.0048562318142998245
bird	three-prime-30kb-2800bp	0.48022595540722557	0.0049783134739461625
bird	three-prime-30kb-2900bp	0.4804896805446044	0.004865379627409858
bird	three-prime-30kb-3000bp	0.4803599042529571	0.004605599255705835
bird	three-prime-30kb-3100bp	0.48043760072400177	0.004766952728931676
bird	three-prime-30kb-3200bp	0.48025814997964367	0.0046712873426841
bird	three-prime-30kb-3300bp	0.47917935006000595	0.004559412971631504
bird	three-prime-30kb-3400bp	0.4801135283680099	0.00457245596663418
bird	three-prime-30kb-3500bp	0.4801950002801992	0.004156251676809268
bird	three-prime-30kb-3600bp	0.4799229277805971	0.004478266119862932
bird	three-prime-30kb-3700bp	0.47996420227214154	0.004391980609399884
bird	three-prime-30kb-3800bp	0.479677811337891	0.004333952126327854
bird	three-prime-30kb-3900bp	0.48002070704259164	0.003567489928164938
bird	three-prime-30kb-4000bp	0.47912296974399804	0.00380997911402021
bird	three-prime-30kb-4100bp	0.4783205415458585	0.0037818720250532324
bird	three-prime-30kb-4200bp	0.4788215100305738	0.0037934728940548384
bird	three-prime-30kb-4300bp	0.47922546714909026	0.0039197154460410945
bird	three-prime-30kb-4400bp	0.47941624385417664	0.004106870420223894
bird	three-prime-30kb-4500bp	0.4797374520649891	0.00419166243516012
bird	three-prime-30kb-4600bp	0.4796623896973828	0.004567650399257743
bird	three-prime-30kb-4700bp	0.47937879196408323	0.004435160541031419
bird	three-prime-30kb-4800bp	0.4789493569983213	0.004273169512000533
bird	three-prime-30kb-4900bp	0.47886321974731405	0.004332867728188222
bird	three-prime-30kb-5000bp	0.47926783346455576	0.004024692431524157
bird	three-prime-30kb-5100bp	0.4786051553118182	0.003975898831296986
bird	three-prime-30kb-5200bp	0.4780207953851077	0.003937699431770271
bird	three-prime-30kb-5300bp	0.4779374787173212	0.004045629861762405
bird	three-prime-30kb-5400bp	0.47862230183513177	0.003958253204073205
bird	three-prime-30kb-5500bp	0.4771034517439733	0.003972084897379041
bird	three-prime-30kb-5600bp	0.4768645650715183	0.004019352696641657
bird	three-prime-30kb-5700bp	0.4770698139312754	0.00450668526449242
bird	three-prime-30kb-5800bp	0.47743830413659394	0.004343250193128142
bird	three-prime-30kb-5900bp	0.47696164276292713	0.004407490099720927
bird	three-prime-30kb-6000bp	0.4771180744157599	0.0040852550198943235
bird	three-prime-30kb-6100bp	0.4775096014373213	0.003603241472285032
bird	three-prime-30kb-6200bp	0.47780844737090605	0.003936813287591872
bird	three-prime-30kb-6300bp	0.4770286819677504	0.004123250469314555
bird	three-prime-30kb-6400bp	0.47707476155668854	0.0038695882218476993
bird	three-prime-30kb-6500bp	0.47757483759378155	0.004013703651461518
bird	three-prime-30kb-6600bp	0.4771555631049287	0.004273917192465212
bird	three-prime-30kb-6700bp	0.47672916824216327	0.004543475791741098
bird	three-prime-30kb-6800bp	0.47676345653660784	0.00397466316655223
bird	three-prime-30kb-6900bp	0.4760577403033689	0.003707274562952485
bird	three-prime-30kb-7000bp	0.4757398977703543	0.0040026584253485325
bird	three-prime-30kb-7100bp	0.4759183784907539	0.0039054629102650445
bird	three-prime-30kb-7200bp	0.4760651204204299	0.004115533030370719
bird	three-prime-30kb-7300bp	0.47620281246419605	0.0034866208552064067
bird	three-prime-30kb-7400bp	0.4760218644518657	0.0041914618711345565
bird	three-prime-30kb-7500bp	0.47537342674329425	0.003768918943597605
bird	three-prime-30kb-7600bp	0.47615922157994073	0.0036027055986274804
bird	three-prime-30kb-7700bp	0.47588610174475976	0.003713395364388136
bird	three-prime-30kb-7800bp	0.47606719278814763	0.004044195315414688
bird	three-prime-30kb-7900bp	0.47555021639231804	0.003777730334654037
bird	three-prime-30kb-8000bp	0.47517437455249545	0.0038824134566073096
bird	three-prime-30kb-8100bp	0.47501506497381696	0.003995429908559905
bird	three-prime-30kb-8200bp	0.4743971579157888	0.004249974936856536
bird	three-prime-30kb-8300bp	0.4739131761884451	0.004437469116453025
bird	three-prime-30kb-8400bp	0.4738803493918419	0.004128026521910345
bird	three-prime-30kb-8500bp	0.47371970276278547	0.003838734687698328
bird	three-prime-30kb-8600bp	0.472860544504042	0.0038781855473509655
bird	three-prime-30kb-8700bp	0.4733174975507143	0.004195679808730874
bird	three-prime-30kb-8800bp	0.4737515438486009	0.004392192848903319
bird	three-prime-30kb-8900bp	0.47376563722451714	0.004194636945487504
bird	three-prime-30kb-9000bp	0.4730403685598017	0.0041749534843855485
bird	three-prime-30kb-9100bp	0.47363922794230107	0.004234280284251302
bird	three-prime-30kb-9200bp	0.47405007966832274	0.004056606060032035
bird	three-prime-30kb-9300bp	0.4735095899146982	0.003951887006770951
bird	three-prime-30kb-9400bp	0.4727962182231111	0.004012811467101378
bird	three-prime-30kb-9500bp	0.4727570361286544	0.003854885427004836
bird	three-prime-30kb-9600bp	0.47271937402724257	0.004324399980877365
bird	three-prime-30kb-9700bp	0.4724146968737115	0.004005080212240036
bird	three-prime-30kb-9800bp	0.4726229270695704	0.004157090549523627
bird	three-prime-30kb-9900bp	0.47263885699662117	0.003790147931622901
bird	three-prime-30kb-10000bp	0.4724396459363241	0.0041996255094481376
bird	three-prime-30kb-10100bp	0.471552583172616	0.004224634666486628
bird	three-prime-30kb-10200bp	0.47120136672845275	0.003820344888465238
bird	three-prime-30kb-10300bp	0.4713464114875448	0.00403565516267262
bird	three-prime-30kb-10400bp	0.4709603330987555	0.004006353702185151
bird	three-prime-30kb-10500bp	0.471165609850735	0.003917860133289512
bird	three-prime-30kb-10600bp	0.4702916792925101	0.004037524873165566
bird	three-prime-30kb-10700bp	0.4695716676028538	0.003817694953984055
bird	three-prime-30kb-10800bp	0.47012340640555283	0.003557311344902277
bird	three-prime-30kb-10900bp	0.4699023555987044	0.003995607967745828
bird	three-prime-30kb-11000bp	0.4701308485344934	0.003834716233653475
bird	three-prime-30kb-11100bp	0.4697172877016399	0.0037818481831613177
bird	three-prime-30kb-11200bp	0.46959845195083777	0.0034465670425629985
bird	three-prime-30kb-11300bp	0.47001213632008854	0.0035312258219458194
bird	three-prime-30kb-11400bp	0.469401261511633	0.0037072371218074135
bird	three-prime-30kb-11500bp	0.4696315967679847	0.0038662512309882015
bird	three-prime-30kb-11600bp	0.4693991699451251	0.004014812772323915
bird	three-prime-30kb-11700bp	0.46964145765811977	0.0038636549870411604
bird	three-prime-30kb-11800bp	0.4699778839173609	0.003870990924912738
bird	three-prime-30kb-11900bp	0.46931685931800776	0.0036528464222586464
bird	three-prime-30kb-12000bp	0.46909137455964256	0.0038007040790284823
bird	three-prime-30kb-12100bp	0.4697566562065965	0.0037199464527031055
bird	three-prime-30kb-12200bp	0.46937591603267254	0.003970457879401525
bird	three-prime-30kb-12300bp	0.4691728602217109	0.0039188687335456685
bird	three-prime-30kb-12400bp	0.4692543284719727	0.003951015425469167
bird	three-prime-30kb-12500bp	0.46895880504320153	0.0038452261321433013
bird	three-prime-30kb-12600bp	0.4691750788793344	0.00388109958719863
bird	three-prime-30kb-12700bp	0.4694426135724367	0.003596322621110987
bird	three-prime-30kb-12800bp	0.468878724888793	0.0037643851268508127
bird	three-prime-30kb-12900bp	0.4687165360666702	0.00339929844074289
bird	three-prime-30kb-13000bp	0.4685289752159683	0.0036616943887657085
bird	three-prime-30kb-13100bp	0.4682579029420252	0.0037977251586566968
bird	three-prime-30kb-13200bp	0.4684775497154883	0.0038856291853187276
bird	three-prime-30kb-13300bp	0.4682327821875053	0.0040945177033002945
bird	three-prime-30kb-13400bp	0.4681040426980165	0.003707896065143752
bird	three-prime-30kb-13500bp	0.46751462592231935	0.003875017746176954
bird	three-prime-30kb-13600bp	0.4676757583028507	0.0039831048381768226
bird	three-prime-30kb-13700bp	0.4677454965562908	0.0035984130128705765
bird	three-prime-30kb-13800bp	0.46762602914232254	0.003823196805980568
bird	three-prime-30kb-13900bp	0.4672709519382373	0.0038498835206133893
bird	three-prime-30kb-14000bp	0.46794484169103456	0.0032806418666675614
bird	three-prime-30kb-14100bp	0.46767786935918926	0.0034115825316562327
bird	three-prime-30kb-14200bp	0.46793385443604796	0.003470331908646347
bird	three-prime-30kb-14300bp	0.4676687341760197	0.0037346455169740564
bird	three-prime-30kb-14400bp	0.46730069622883286	0.004046184970139461
bird	three-prime-30kb-14500bp	0.46785775960076453	0.003769244981062782
bird	three-prime-30kb-14600bp	0.4680974941535781	0.003590980356616818
bird	three-prime-30kb-14700bp	0.46747599350505564	0.0034601776563936244
bird	three-prime-30kb-14800bp	0.46702008999012223	0.003575295231547614
bird	three-prime-30kb-14900bp	0.4676800859304425	0.0035763857861576937
bird	three-prime-30kb-15000bp	0.4674870049796337	0.0035653226762681635
bird	three-prime-30kb-15100bp	0.4671816538502864	0.003345984479213226
bird	three-prime-30kb-15200bp	0.4670112078085088	0.0035034663695320805
bird	three-prime-30kb-15300bp	0.46722488770665627	0.003764578581821171
bird	three-prime-30kb-15400bp	0.46667348271636316	0.003845508001583245
bird	three-prime-30kb-15500bp	0.4663633365007712	0.0037734297938268758
bird	three-prime-30kb-15600bp	0.4659806206167729	0.0037183846081938446
bird	three-prime-30kb-15700bp	0.46629794950319803	0.003882539876294979
bird	three-prime-30kb-15800bp	0.4661160816731773	0.0037089012891021286
bird	three-prime-30kb-15900bp	0.46645554663838557	0.0038019732703730557
bird	three-prime-30kb-16000bp	0.4669050947374589	0.003494486598774153
bird	three-prime-30kb-16100bp	0.4659013878701686	0.0037170222815921484
bird	three-prime-30kb-16200bp	0.46583473026477384	0.003812426510055656
bird	three-prime-30kb-16300bp	0.4657820761099612	0.003813224057223058
bird	three-prime-30kb-16400bp	0.46540392855756824	0.0038591852196160036
bird	three-prime-30kb-16500bp	0.4653568490670899	0.0034354436352031794
bird	three-prime-30kb-16600bp	0.4656499239965205	0.0038281405942386763
bird	three-prime-30kb-16700bp	0.4656915597247535	0.004152104872495163
bird	three-prime-30kb-16800bp	0.46550538894865645	0.004028380953850298
bird	three-prime-30kb-16900bp	0.46583017565002216	0.0037887537499280196
bird	three-prime-30kb-17000bp	0.46536521951578563	0.003422568545045189
bird	three-prime-30kb-17100bp	0.4654850590273374	0.0035698483078852815
bird	three-prime-30kb-17200bp	0.46510564927091486	0.0036143875863982864
bird	three-prime-30kb-17300bp	0.46572603193785217	0.0036167064377313264
bird	three-prime-30kb-17400bp	0.46571396862008985	0.0034299957742086663
bird	three-prime-30kb-17500bp	0.4657696274378108	0.00403546314231294
bird	three-prime-30kb-17600bp	0.4658066420586593	0.003818454048516966
bird	three-prime-30kb-17700bp	0.4650644343735443	0.0036986623470768327
bird	three-prime-30kb-17800bp	0.46562775198869594	0.0037145532874512718
bird	three-prime-30kb-17900bp	0.4650767874016858	0.004232939781329785
bird	three-prime-30kb-18000bp	0.4654093347696956	0.003663139617844566
bird	three-prime-30kb-18100bp	0.4655936855022761	0.003693317487987144
bird	three-prime-30kb-18200bp	0.46538042584241	0.0037503460544951123
bird	three-prime-30kb-18300bp	0.4651925468765479	0.0039383408269145275
bird	three-prime-30kb-18400bp	0.4650415604890519	0.0038150437743344682
bird	three-prime-30kb-18500bp	0.46511676795219226	0.0037800393087875075
bird	three-prime-30kb-18600bp	0.4653003933569332	0.0036614801684891427
bird	three-prime-30kb-18700bp	0.4647776570628719	0.0038153859261817404
bird	three-prime-30kb-18800bp	0.4656952564783286	0.003796704789081417
bird	three-prime-30kb-18900bp	0.4656263829297361	0.0037493767711300357
bird	three-prime-30kb-19000bp	0.46529847365342747	0.0037785315666303758
bird	three-prime-30kb-19100bp	0.4644786209496346	0.0038520781593004132
bird	three-prime-30kb-19200bp	0.46416851246001584	0.003445814537860818
bird	three-prime-30kb-19300bp	0.4641494977169759	0.003837603064930307
bird	three-prime-30kb-19400bp	0.46375019368966053	0.003452106904733496
bird	three-prime-30kb-19500bp	0.4637116868225352	0.0038545113349502955
bird	three-prime-30kb-19600bp	0.4641374736054841	0.004015050552454246
bird	three-prime-30kb-19700bp	0.4641301508258421	0.004064993682591055
bird	three-prime-30kb-19800bp	0.46338706853754236	0.003835215369236628
bird	three-prime-30kb-19900bp	0.4635406139821412	0.00347571619265546
bird	three-prime-30kb-20000bp	0.4644541775339599	0.003528409678653349
bird	three-prime-30kb-20100bp	0.46379957789766496	0.0037448845709402994
bird	three-prime-30kb-20200bp	0.4635704239650307	0.0037073288194172096
bird	three-prime-30kb-20300bp	0.4637686233502373	0.003343247387556537
bird	three-prime-30kb-20400bp	0.46322251070606585	0.0034975115918720284
bird	three-prime-30kb-20500bp	0.46316548621173353	0.003786145885335036
bird	three-prime-30kb-20600bp	0.46321711888135	0.00373804337884543
bird	three-prime-30kb-20700bp	0.46334713567669816	0.00370178900276546
bird	three-prime-30kb-20800bp	0.46347183093338284	0.0036838900048232225
bird	three-prime-30kb-20900bp	0.46362511407966056	0.004107017299697926
bird	three-prime-30kb-21000bp	0.46341524681137775	0.003662041496818215
bird	three-prime-30kb-21100bp	0.46404974342200583	0.003714928363948632
bird	three-prime-30kb-21200bp	0.46310902674164145	0.0037619421615933293
bird	three-prime-30kb-21300bp	0.46340518801857766	0.0037474477849757377
bird	three-prime-30kb-21400bp	0.46322405099027847	0.0037269710810306227
bird	three-prime-30kb-21500bp	0.46312867187188583	0.003398531048938312
bird	three-prime-30kb-21600bp	0.4632541897472807	0.003706361214438127
bird	three-prime-30kb-21700bp	0.46311663492685706	0.0038563620909604617
bird	three-prime-30kb-21800bp	0.4628882318471227	0.003918364419200853
bird	three-prime-30kb-21900bp	0.463472338515843	0.003923753041859561
bird	three-prime-30kb-22000bp	0.4632478610983312	0.0036047785228428887
bird	three-prime-30kb-22100bp	0.46268075149108345	0.003748591890147569
bird	three-prime-30kb-22200bp	0.463137531746766	0.0037529377367932124
bird	three-prime-30kb-22300bp	0.46268403016278326	0.0038175116881434255
bird	three-prime-30kb-22400bp	0.462894590806558	0.003930227423012338
bird	three-prime-30kb-22500bp	0.4623435554794315	0.00395906606378319
bird	three-prime-30kb-22600bp	0.4625820366881502	0.004075249665185255
bird	three-prime-30kb-22700bp	0.46207065125113134	0.0037935482649672997
bird	three-prime-30kb-22800bp	0.46280076050625796	0.00408986816221665
bird	three-prime-30kb-22900bp	0.46246345966559355	0.004014678320030642
bird	three-prime-30kb-23000bp	0.4624078998947607	0.004152976084797617
bird	three-prime-30kb-23100bp	0.4625350929842742	0.0037752143507751874
bird	three-prime-30kb-23200bp	0.46175935842479604	0.003499418430400172
bird	three-prime-30kb-23300bp	0.4618949689632279	0.0037619224259974712
bird	three-prime-30kb-23400bp	0.4620515568454775	0.003661476722332372
bird	three-prime-30kb-23500bp	0.461723489546178	0.00345715670645291
bird	three-prime-30kb-23600bp	0.46157508312960704	0.0038845527332989033
bird	three-prime-30kb-23700bp	0.46126974659071196	0.003806068285767391
bird	three-prime-30kb-23800bp	0.4610929101130862	0.0034292782278273967
bird	three-prime-30kb-23900bp	0.4612975374988481	0.003861997874186586
bird	three-prime-30kb-24000bp	0.4617109035233583	0.004136934206784111
bird	three-prime-30kb-24100bp	0.46104961833273017	0.004128543642755268
bird	three-prime-30kb-24200bp	0.46116858965239826	0.003906760552666388
bird	three-prime-30kb-24300bp	0.4615764868051061	0.0037803020178976804
bird	three-prime-30kb-24400bp	0.46193977641781137	0.003815717406236312
bird	three-prime-30kb-24500bp	0.4623312624320858	0.003964536651840353
bird	three-prime-30kb-24600bp	0.4619985327264001	0.003730308316557562
bird	three-prime-30kb-24700bp	0.4619452116272454	0.0040368199165314485
bird	three-prime-30kb-24800bp	0.46174360952545684	0.003756291648746165
bird	three-prime-30kb-24900bp	0.461398931014976	0.0038017441070697005
bird	three-prime-30kb-25000bp	0.4612574605159051	0.0036492785699403867
bird	three-prime-30kb-25100bp	0.4611183489098506	0.003918612310453125
bird	three-prime-30kb-25200bp	0.461079600214805	0.003538109238925762
bird	three-prime-30kb-25300bp	0.46120651706729	0.0038394730646332306
bird	three-prime-30kb-25400bp	0.4617947975454535	0.004068563490995712
bird	three-prime-30kb-25500bp	0.4612822340589313	0.003760246697720471
bird	three-prime-30kb-25600bp	0.4615528932084838	0.0041157940549904435
bird	three-prime-30kb-25700bp	0.4612075861841819	0.003810685769142298
bird	three-prime-30kb-25800bp	0.4608895777918693	0.0037068037924736304
bird	three-prime-30kb-25900bp	0.46100977608954263	0.003682651066573806
bird	three-prime-30kb-26000bp	0.4610300430569007	0.0036856218809038547
bird	three-prime-30kb-26100bp	0.46074600803745375	0.0038314458146711645
bird	three-prime-30kb-26200bp	0.46052463156305046	0.0039652288868370356
bird	three-prime-30kb-26300bp	0.4603949908746216	0.003872695547254114
bird	three-prime-30kb-26400bp	0.46050909495242826	0.0036572833159870537
bird	three-prime-30kb-26500bp	0.46055910630608354	0.0038414827421590788
bird	three-prime-30kb-26600bp	0.4604529368506186	0.0035483162819819037
bird	three-prime-30kb-26700bp	0.46080186623315755	0.0038333488810387544
bird	three-prime-30kb-26800bp	0.4608831571972748	0.003669190693301956
bird	three-prime-30kb-26900bp	0.4607170855212906	0.003824680358759205
bird	three-prime-30kb-27000bp	0.4608895186623258	0.0037717244899676803
bird	three-prime-30kb-27100bp	0.4608257501882172	0.0035341370169961334
bird	three-prime-30kb-27200bp	0.4605148128790432	0.003479198643390218
bird	three-prime-30kb-27300bp	0.4602874225497312	0.003913402880615849
bird	three-prime-30kb-27400bp	0.46083717251835776	0.0040882201968824965
bird	three-prime-30kb-27500bp	0.4599799008914799	0.004214609238120247
bird	three-prime-30kb-27600bp	0.4609291862660097	0.0037723845932116154
bird	three-prime-30kb-27700bp	0.46068695464537157	0.003924323399556121
bird	three-prime-30kb-27800bp	0.46054565368637246	0.0037517819358531155
bird	three-prime-30kb-27900bp	0.4611564055576167	0.003959079070313978
bird	three-prime-30kb-28000bp	0.4607826415087909	0.0038252498758704952
bird	three-prime-30kb-28100bp	0.4612919460601084	0.003849962631309601
bird	three-prime-30kb-28200bp	0.46048903656416773	0.003838805581918408
bird	three-prime-30kb-28300bp	0.46075028945027635	0.004032117391341295
bird	three-prime-30kb-28400bp	0.46014838553518767	0.004175613867532788
bird	three-prime-30kb-28500bp	0.460138974919703	0.0038101553493299764
bird	three-prime-30kb-28600bp	0.460407754248617	0.0036848620015345534
bird	three-prime-30kb-28700bp	0.4601489379010033	0.003665660584665805
bird	three-prime-30kb-28800bp	0.4597607948358095	0.0035456488730800434
bird	three-prime-30kb-28900bp	0.4595249191178902	0.003417049646251844
bird	three-prime-30kb-29000bp	0.45968733902451053	0.0034574671344368025
bird	three-prime-30kb-29100bp	0.45968853237118407	0.0034649047334446414
bird	three-prime-30kb-29200bp	0.46077792681159074	0.003890897887670887
bird	three-prime-30kb-29300bp	0.4600547113949288	0.0038371306504667406
bird	three-prime-30kb-29400bp	0.46024660668203593	0.0037736752105554236
bird	three-prime-30kb-29500bp	0.4607092994088544	0.004081863901874387
bird	three-prime-30kb-29600bp	0.4602856351442038	0.003923138801803306
bird	three-prime-30kb-29700bp	0.4597064745610837	0.004150078671469418
bird	three-prime-30kb-29800bp	0.46042383768963896	0.004084454655714394
bird	three-prime-30kb-29900bp	0.4599931618634986	0.003933132183626246
bird	three-prime-30kb-30000bp	0.45998589807989254	0.0037366212098606565
bird	five-prime-100bp	0.6908671329453885	0.008726811453089223
bird	five-prime-200bp	0.6452451829046357	0.003653152352161922
bird	five-prime-300bp	0.610687188554241	0.002245739024460366
bird	five-prime-400bp	0.5819098029263747	0.0019190276464985164
bird	five-prime-500bp	0.5595663507100598	0.0018503915907267163
bird	five-prime-600bp	0.539354041526053	0.0018492337619952115
bird	five-prime-700bp	0.5230573767711935	0.001857247269469599
bird	five-prime-800bp	0.5102788864704391	0.0017304730254685504
bird	five-prime-900bp	0.5001897224481625	0.00203468395468122
bird	five-prime-1000bp	0.49234294380110843	0.002211563739800787
bird	five-prime-1100bp	0.4858556846419085	0.0027229957931079606
bird	five-prime-1200bp	0.4804952776979468	0.0027345271212819234
bird	five-prime-1300bp	0.4764826224809675	0.0029321910860889344
bird	five-prime-1400bp	0.47380302259093243	0.00290105630929274
bird	five-prime-1500bp	0.4705773499737802	0.0032497680247558607
bird	five-prime-1600bp	0.46934760822864585	0.003163236729486568
bird	five-prime-1700bp	0.4679932727052579	0.0032511211287880666
bird	five-prime-1800bp	0.46687762390308607	0.003572435421859054
bird	five-prime-1900bp	0.46621111465892917	0.0033019985426161933
bird	five-prime-2000bp	0.46522825831022796	0.003388383411432645
bird	three-prime-100bp	0.448125454581761	0.007169741498550302
bird	three-prime-200bp	0.4651826132647902	0.006967970664218527
bird	three-prime-300bp	0.469852537064686	0.006515648152568662
bird	three-prime-400bp	0.4738969257440933	0.006733000362473156
bird	three-prime-500bp	0.4765653513755098	0.00646048513605505
bird	three-prime-600bp	0.4782834691205092	0.006759934149286729
bird	three-prime-700bp	0.4795572981657582	0.006354433363224481
bird	three-prime-800bp	0.4798495643555687	0.006123368584149275
bird	three-prime-900bp	0.4813992838693555	0.00613943899033382
bird	three-prime-1000bp	0.4807411661258654	0.005664995464088445
bird	three-prime-1100bp	0.48194769722979286	0.006110646382375848
bird	three-prime-1200bp	0.4820616522948367	0.006141404513749024
bird	three-prime-1300bp	0.4821045828196915	0.006175534948580632
bird	three-prime-1400bp	0.48215229647783125	0.006219930046248616
bird	three-prime-1500bp	0.482717792061993	0.0060412280817246046
bird	three-prime-1600bp	0.4816710814415305	0.006034469889070463
bird	three-prime-1700bp	0.48160869541205625	0.005534068147882125
bird	three-prime-1800bp	0.48125120805204724	0.005760406899451644
bird	three-prime-1900bp	0.4817601204275039	0.0054074800472938625
bird	three-prime-2000bp	0.4810823981327068	0.00507240334248245
reptile	UTR5	0.6165354700558183	NA
reptile	FirstCDS	0.56657432128914	NA
reptile	InternalCDS	0.4816091265676367	NA
reptile	LastCDS	0.4871021802962545	NA
reptile	UTR3	0.4294286389020716	NA
reptile	5'UTR-intron	0.47484062035271973	NA
reptile	First-intron	0.47742611168709387	NA
reptile	Internal-intron	0.4488521752536189	NA
reptile	Last-intron	0.46209714465625906	NA
reptile	3'UTR-intron	0.45060872272407737	NA
reptile	five-prime-30kb-100bp	0.6223370838515604	NA
reptile	five-prime-30kb-200bp	0.6001527605775986	NA
reptile	five-prime-30kb-300bp	0.5781730273912304	NA
reptile	five-prime-30kb-400bp	0.5593248110915697	NA
reptile	five-prime-30kb-500bp	0.5419709033071938	NA
reptile	five-prime-30kb-600bp	0.5255589624627571	NA
reptile	five-prime-30kb-700bp	0.512810499305365	NA
reptile	five-prime-30kb-800bp	0.5026493553848136	NA
